书籍编号,书名（25字符以内）,作者（不包含国籍等其他信息）,出版社,ISBN（10或13位纯阿拉伯数字）,字数（纯阿拉伯数字）,ER值（运营无需提供）（100~1300之间）,基础评分（十分制，精确到小数点后一位）,评分人数（1~1000）,原图书标签,一级标签（必填）,二级标签（必填）,特殊标签（选填）获奖、窦桂梅、新课标等,年级（与考拉年级标注对应）,定价,平台售价,折扣,出版日期,简介（无字数限制，顶行）,
920056,老铜匠的儿子,曹文轩,二十一世纪出版社,9787556808403,120000,740,7.0 ,329,小说与戏剧,小说/名著,经典名著,,4.5,,,,,这套“曹文轩小说馆”精装版图书，共二十本，收录了曹文轩从事创作三十年来的经典作品，作者在牧歌式的文字、绘画似的意境中构筑起一道亮丽、质朴的风景。书籍装帧精美，插图唯美空灵，与曹文轩纯美的文字交相呼应，堪称一套经典之作，是读者不可错过、毕生珍藏的一份珍贵礼物。第二辑10本，分别为《冰项链》、《老铜匠的儿子》、《愤怒的浴室》、《三斧头》、《独臂男孩》、《白狗山》、《十四声枪响》、《橡树湾》、《篱笆院》、《夜狼》。《老铜匠的儿子》是曹文轩的短篇作品集，收入了数篇曹文轩的短篇故事，其中不乏获奖佳作。故事内容幽默有趣、充满智慧，文风保持了曹文轩一贯的优美流畅、精致隽永。,
920057,夜狼,曹文轩,二十一世纪出版社集团,9787556808595,120000,770,5.9 ,329,小说与戏剧,小说/名著,当代小说,,5.5,,,,,本系列图书堪称曹文轩创作生涯里程碑式的纪念，收录了他从事创作三十年来的经典作品。唯美空灵的插图与纯美清澈的文字交相呼应，在牧歌式的氛围、绘画似的意境中，构筑起一道亮丽、质朴的风景。这本《夜狼》收录了《弓》、《小野父子去哪儿了》、《白篮子》等共8篇文章。,
920058,我的儿子皮卡：矮鬼,曹文轩,二十一世纪出版社,9787539170237,90000,620,6.5 ,329,小说与戏剧,小说/名著,成长小说,,3,,,,,放暑假了，皮卡又回到了油麻地，见到了当初被他吓坏了的花儿，不过此时的花儿已经胆大无比了。他和小伙伴们在田野里捉鱼、疯玩，还一起智取了被小铜匠偷走的怪鸭。他甚至和有点儿痴傻有点儿怪异的矮鬼成了朋友。不过，在矮鬼扫荡了巴家渡后，皮卡与矮鬼拉开了距离。可是，矮鬼却离家出走了，他去了哪里……,
920059,套中人之苦恼,安东·巴甫洛维奇·契诃夫,长江少年儿童出版社,9787556003594,2000,920,6.9 ,150,小说与戏剧,小说/名著,名人名著,,6,,,,,安东·巴甫洛维奇·契诃夫是俄国的世界级短篇小说巨匠，是俄国19世纪末期最后一位批判现实主义艺术大师，与莫泊桑和欧·亨利并称为“世界三大短篇小说家”，是一个有强烈幽默感的作家，他的小说紧凑精炼，言简意赅，给读者以独立思考的余地。其剧作对20世纪戏剧产生了很大的影响。他坚持现实主义传统，注重描写俄国人民的日常生活，塑造具有典型性格的小人物，借此真实反映出当时俄国社会的状况。他的作品的特征是对丑恶现象的嘲笑与对贫苦人民的深切的同情，并且其作品无情地揭露了沙皇统治下的不合理的社会制度和社会的丑恶现象。他被认为是19世纪末俄国现实主义文学的杰出代表。,
920060,套中人之瞌睡,安东·巴甫洛维奇·契诃夫,长江少年儿童出版社,9787556003594,3000,850,6.8 ,300,小说与戏剧,小说/名著,名人名著,,6,,,,,安东·巴甫洛维奇·契诃夫是俄国的世界级短篇小说巨匠，是俄国19世纪末期最后一位批判现实主义艺术大师，与莫泊桑和欧·亨利并称为“世界三大短篇小说家”，是一个有强烈幽默感的作家，他的小说紧凑精炼，言简意赅，给读者以独立思考的余地。其剧作对20世纪戏剧产生了很大的影响。他坚持现实主义传统，注重描写俄国人民的日常生活，塑造具有典型性格的小人物，借此真实反映出当时俄国社会的状况。他的作品的特征是对丑恶现象的嘲笑与对贫苦人民的深切的同情，并且其作品无情地揭露了沙皇统治下的不合理的社会制度和社会的丑恶现象。他被认为是20世纪末俄国现实主义文学的杰出代表。,
920061,野猫女王,布赖恩·雅克,天天出版社,9787501605910,65000,660,7.2 ,329,小说与戏剧,小说/名著,成长小说,,4.5,,,,,《野猫终结者1：野猫女王》为我们讲述了凶残的野猫萨米娜阴谋夺取王位，妄想统治苔花林林地居民的故事。为了对抗野猫的统治，苔花林林地居民隐藏到獾宫，他们是和平的林地居民，难以对抗训练有素的士兵。勇士马丁流浪到苔花林，他被野猫女王关进了地牢。马丁与鼠贼康夫在地牢里结识，随康夫逃出了地牢，成为了林地反抗组织克里姆的一员。獾宫的贝拉提议说，只有去往火蜥蜴高岭，寻找他的父亲野猪勇士，才可能对抗野猫女王。,
920062,仰望天空的猫,曹文轩,二十一世纪出版社,9787539150000,65000,570,6.8 ,329,小说与戏剧,小说/名著,成长小说,,3,,,,,皮卡在乡下奶奶家的日子是自由而快乐的，陪伴他的有天上的鸽子地上的猫，还有飞来飞去的蜻蜓和一头叫皮三的牛。皮卡和它们之间有着无数精彩的故事：他可以捉住任何一只他够得着的蜻蜓；他喜欢和一只橘色的猫同吃同睡；为了帮助鸽子建巢，他把奶奶床上的芦席撕成芦苇条撒在鸽子经过的地方；还有一只叫皮三的小白牛，他们好得像兄弟俩，爷爷说皮卡是皮二，小白牛是皮三……,
920063,没有瓦姆佩尔不行,莱纳特·韦尔施,河北少年儿童出版社,9787537660501,30000,530,7.9 ,329,小说与戏剧,小说/名著,成长小说,,3,,,,,瓦姆佩尔的小儿子普尔策可真是让黎奇太太伤透了脑筋！它跟充满正义感的父亲一点儿都不一样，看到人们发生争执，它不但不阻止，还兴奋地在旁边鼓掌叫好！可怕的是，它不喜欢吸人们胆囊里的毒液，喜欢吃血肠！这可把黎奇太太他们担心坏了。韩纳斯想出一个主意：写信给瓦姆佩尔，让它来管管普尔策！瓦姆佩尔会回来吗？普尔策后来有没有变得像父亲那样，以消灭世间的恶为己任，辛勤地吸取毒液呢？,
920064,经过藤萝,钟墨,浙江少年儿童出版社,9787534267055,127000,770,8.0 ,329,小说与戏剧,小说/名著,成长小说,,5,,,,,冰心是中国现当代文学史上最具爱心和影响力的作家之一，她一生追求光明、崇尚自由、奉献爱心、启迪后人。她的优秀作品是青少年成长过程中不可或缺的精神食粮。《经过藤萝》是冰心儿童文学新作奖获奖作者钟墨的作品精选。《经过藤萝》中有描写细腻生动的小说，优美灵动的散文，活泼稚趣的幼儿文学，其文字优美、意境深远、想象丰富，给读者以亲切的感受、心灵的启迪。,
920066,再见钢琴,曹文轩,二十一世纪出版社,9787539149998,70000,590,8.1 ,329,小说与戏剧,小说/名著,成长小说,,3,,,,,皮卡到了上幼儿园的年纪，爸爸妈妈把他接回了北京。北京的日子是美好的：皮卡可以和爸爸妈妈哥哥一起开车去兜风；可以在幼儿园和最喜欢的杜夏老师一起疯。北京的日子也是忧愁的：皮卡要开始睡自己的单人床，虽然他十分怀念在乡下和奶奶姑姑一起睡的日子；跟别的城里孩子一样，皮卡也要被逼着学钢琴，不过他也不是那么讨厌钢琴，因为一个叫絮絮的小女孩弹琴弹得很好……,
920067,背叛的门牙,曹文轩,二十一世纪出版社,9787539170244,85000,420,6.9 ,329,小说与戏剧,小说/名著,成长小说,,2,,,,,皮卡从小就很有乐感，凭着这种天生的乐感，他被选入了合唱团，要去参加全区的歌咏比赛。这多少让皮卡有点儿得意，不过又有点儿失意，因为他的对头李哲也被选上了，而且还是领唱。不过，在排练的关键时候李哲的门牙不争气地掉了，领唱换成了皮卡。皮卡当然很乐意，他完美地领唱着。可是，在正式比赛的前几天……,
920071,臭水河的秘密,张菱儿,海豚出版社,9787511013521,40000,650,6.8 ,329,小说与戏剧,小说/名著,成长小说,,3.5,,,,,高好好和高天天带着小京巴狗“崔宝宝”去野外郊游，无意中发现了一条臭气熏天的水沟，“喝臭水长熟的麦子也会发臭，我们吃的馒头也就臭了”。揣着这样的想法，小哥俩开始寻找臭水的源头，发现一制革区在偷偷地排放污水。人小鬼大的小哥俩，开始与“地中海”经理、“菜盘子”门卫等人斗智斗勇，还拿起铁锹、铲子，自己动手去封堵污水排放口，情急之中还制造了一场“马蜂窝事件”。,
920072,同桌冤家（淘气包马小跳）,杨红樱,浙江少年儿童出版社,9787534273186,71000,470,7.6 ,401,小说与戏剧,小说/名著,成长小说,,3,,,,,马小跳的同桌冤家是班上的中队长路曼曼，她是班主任秦老师派来管马小跳的。她有一个小本子，每时每刻都在记录马小跳的不良行为，他们俩每天都有战争要发生。可是，路曼曼在竞选学校的大队长时，马小跳却绞尽脑汁为她拉选票；而路曼曼生病时，她一见到马小跳，病全好了。这是为什么呢？,
920073,小英雄和芭蕾公主（淘气包马小跳）,杨红樱,浙江少年儿童出版社,9787534274121,73000,630,6.9 ,258,小说与戏剧,小说/名著,成长小说,,4,,,,,马小跳的奶奶家所在的望龙山发生大地震了，马小跳在那里的小伙伴小非洲在学校坍塌的危急关头，舍己救人，当上了小英雄，还上了电视、登了报纸呢！这场大地震不仅让小非洲失去了右手和右脚，还让他失去了上学的学校。在马小跳的强烈要求下，小非洲住进了马小跳的家，跟马小跳做了同班同学，还做了同桌。他们和夏林果一起，帮助一个热爱跳芭蕾舞、但在大地震中失去一条腿的女孩，在舞台上实现了她的芭蕾梦，成为光彩照人的芭蕾公主。,
920074,天真妈妈（淘气包马小跳）,杨红樱,浙江少年儿童出版社,9787534273179,73000,480,6.8 ,329,小说与戏剧,小说/名著,成长小说,,3,,,,,她是一个橱窗设计师，有一头像海藻一样弯曲的长发，在厨房做饭时爱穿一条镶着荷叶边的碎花儿围裙。她像小女孩一样爱哭，马小跳给她做了一个十二层的三明治，马小跳给她洗脚，马小跳给她过母亲节……她都会感动得流泪。她还有像小女孩一样的好名奇心，常常将自己想象成神探去破案。她爱吃有臭味的食物，比如榴莲，比如臭豆腐。她睡觉时偶尔还会磨牙……这个像小女孩一样天真的漂亮女人，就是马小跳的妈妈。,
920075,跳跳电视台（淘气包马小跳）,杨红樱,浙江少年儿童出版社,9787534274084,71000,490,6.1 ,329,小说与戏剧,小说/名著,成长小说,,3,,,,,马小跳、唐飞、张达和毛超爱玩，也会玩，常常玩得花样翻新。唐飞得到一件生日礼物摄像机，他们玩起了以马小跳的名字命名的“跳跳电视台”。谁也没想到，他们在野生动物园拍摄的两个DV作品会在真正的电视台连续两个晚上被播放出来。但是，他们拍摄的关于“儿童电影”的访谈节目却被电视台“枪毙”了。雪上加霜的是，秦老师要让路曼曼取代马小跳当“跳跳电视台”的台长，唐飞要和马小跳决裂……马小跳该怎么办？,
920076,疯丫头杜真子（淘气包马小跳）,杨红樱,浙江少年儿童出版社,9787534274053,69000,480,8.0 ,329,小说与戏剧,小说/名著,成长小说,,3,,,,,杜真子是马小跳的表妹，这是一个外表泼辣、内心孤独的女孩，她心灵手巧，特别喜欢厨艺，会做土豆沙拉，她身上似乎有一种魔力，能把男生们指挥得团团转。马小跳的那几个好朋友都很崇拜她，马小跳有些怕她，因为她有一只心爱的猫，这只猫会用各种各样的笑，来表达自己的感情。看见马小跳与杜真子发生争吵，这只会笑的猫便会对马小跳冷笑，令马小跳毛骨悚然……,
920077,轰隆隆老师（淘气包马小跳）,杨红樱,浙江少年儿童出版社,9787534273131,73000,470,9.0 ,329,小说与戏剧,小说/名著,成长小说,,3,,,,,马小跳最喜欢的老师是林老师，因为她有一双美丽温柔的大眼睛，能看到每一个学生身上的优点。因为崇拜教科学课的轰隆隆老师，马小跳爱上了科学课；因为喜欢教美术课的林老师，马小跳爱上了美术课。而马小跳的语文老师兼班主任秦老师，尽管她对工作兢兢业业，对学生无微不至，但还是因为她陈旧的教育理念和死板的教育方法，让马小跳受尽了委屈。,
920078,东方（中）,魏巍,人民文学出版社,9787020106554-2,266000,1050,6.1 ,329,小说与戏剧,小说/名著,历史小说,,8,,,,,解放军某部连长郭祥回家探望母亲，得知美帝在仁川登陆的消息，与战友杨雪一同提前归队。他俩是童年的伙伴，他暗中爱着杨雪，可是营长陆希荣骗取了杨雪的感情，还准备很快结婚。杨雪一心想上前线，陆希荣则认为是郭祥从中作祟。,
920080,大侦探猫九1：山村雨夜惊魂,水泓,河北少年儿童出版社,9787537671149,126000,480,7.2 ,150,小说与戏剧,小说/名著,侦探小说,,3,,,,,猫九探长难得带大家去旅行，却因夜宿在深山古怪大院中而险象环生。当夜大雨倾盆，小侦探们接连失踪，古宅中又鬼影重重……探长能否揭开秘密，带小侦探们平安归来？本书还收录了《神秘绑架案》、《恶魔现形记》和《库斯坦王宫怪案》三个故事。,
920081,大侦探猫九2：死亡岛之谜,水泓,河北少年儿童出版社,9787537671156,12600,540,6.8 ,300,小说与戏剧,小说/名著,侦探小说,,3,,,,,猫探长的师哥、号称战神的前国际刑警居然遭到绑架，此案又与其他九十八起警长失踪案有关。为救师哥，也为揭开这连环案件的真相，探长他们勇闯死亡岛，却遭遇最大危机。他们又该如何面对呢？本书还收录了《复活的木乃伊》和《消失的谋杀现场》两个故事。,
920082,和爷爷一起逃亡,曹文轩,二十一世纪出版社,9787539195605,120000,720,6.1 ,329,小说与戏剧,小说/名著,经典名著,,4.5,,,,,《和爷爷一起逃亡》收录了曹文轩从事创作三十年来的小说精品，如《草房子》、《青铜葵花》、《痴鸡》、《枫叶船》、《哑牛》、《野风车》等堪称经典的作品。作者在牧歌式的文字、绘画似的意境中，构筑起一道亮丽、质朴的风景。书籍装帧精美，插图唯美空灵，与曹文轩纯美的文字交相呼应，堪称经典之作，是读者不可错过、毕生珍藏的一份珍贵礼物。,
