书籍编号,书名（25字符以内）,作者（不包含国籍等其他信息）,出版社,ISBN（10或13位纯阿拉伯数字）,字数（纯阿拉伯数字）,ER值（运营无需提供）（100~1300之间）,基础评分（十分制，精确到小数点后一位）,评分人数（1~1000）,原图书标签,一级标签（必填）,二级标签（必填）,特殊标签（选填）获奖、窦桂梅、新课标等,年级（与考拉年级标注对应）,定价,平台售价,折扣,出版日期,简介（无字数限制，顶行）,
401067,四子拜师，鬼谷子开讲纵横之道,寒川子,江苏文艺出版社,9787539954455,296000,1010,6.5,451,小说与戏剧,小说/名著,历史小说,,8,,,,,战国时期，在一个叫清溪鬼谷的山上（今河南鹤壁市），隐居着一位被尊称为鬼谷子的老人（本名王诩），他每天在山上看书、打坐、冥想，不与世人来往，过着与世隔绝的生活。但是，二千多年来，兵法家尊他为圣人，纵横家尊他为始祖，算命占卜的尊他为祖师爷，道教则将他与老子同列，尊为王禅老祖。鬼谷子一生只下过一次山，只收过四个徒弟：庞涓、孙膑、苏秦、张仪——他们进山前都只是无名小卒，出山后个个大放异彩、名流千古。这四人运用鬼谷子传授的兵法韬略和纵横辩术在列国出将入相，呼风唤雨，左右了战国乱世的政局。,
401068,庞涓出师，败齐国一战成名,寒川子,江苏文艺出版社,9787539954417,288000,1020,6.4,453,小说与戏剧,小说/名著,历史小说,,8,,,,,战国时期，在一个叫清溪鬼谷的山上（今河南鹤壁市），隐居着一位被尊称为鬼谷子的老人（本名王诩），他每天在山上看书、打坐、冥想，不与世人来往，过着与世隔绝的生活。但是，二千多年来，兵法家尊他为圣人，纵横家尊他为始祖，算命占卜的尊他为祖师爷，道教则将他与老子同列，尊为王禅老祖。鬼谷子一生只下过一次山，只收过四个徒弟：庞涓、孙膑、苏秦、张仪——他们进山前都只是无名小卒，出山后个个大放异彩、名流千古。这四人运用鬼谷子传授的兵法韬略和纵横辩术在列国出将入相，呼风唤雨，左右了战国乱世的政局。,
401069,点化二子，苏秦张仪舌战群雄,寒川子,江苏文艺出版社,9787539956565,284000,980,6.5,449,小说与戏剧,小说/名著,历史小说,,8,,,,,战国时期，在一个叫清溪鬼谷的山上（今河南鹤壁市），隐居着一位被尊称为鬼谷子的老人（本名王诩），他每天在山上看书、打坐、冥想，不与世人来往，过着与世隔绝的生活。但是，二千多年来，兵法家尊他为圣人，纵横家尊他为始祖，算命占卜的尊他为祖师爷，道教则将他与老子同列，尊为王禅老祖。鬼谷子一生只下过一次山，只收过四个徒弟：庞涓、孙膑、苏秦、张仪——他们进山前都只是无名小卒，出山后个个大放异彩、名流千古。这四人运用鬼谷子传授的兵法韬略和纵横辩术在列国出将入相，呼风唤雨，左右了战国乱世的政局。,
401070,合纵大计，苏秦联六国制衡强秦,寒川子,江苏文艺出版社,9787539956534,287000,1100,6.7,465,小说与戏剧,小说/名著,历史小说,,8,,,,,战国时期，在一个叫清溪鬼谷的山上（今河南鹤壁市），隐居着一位被尊称为鬼谷子的老人（本名王诩），他每天在山上看书、打坐、冥想，不与世人来往，过着与世隔绝的生活。但是，二千多年来，兵法家尊他为圣人，纵横家尊他为始祖，算命占卜的尊他为祖师爷，道教则将他与老子同列，尊为王禅老祖。鬼谷子一生只下过一次山，只收过四个徒弟：庞涓、孙膑、苏秦、张仪——他们进山前都只是无名小卒，出山后个个大放异彩、名流千古。这四人运用鬼谷子传授的兵法韬略和纵横辩术在列国出将入相，呼风唤雨，左右了战国乱世的政局。,
401071,各怀异心，六国齐拜苏秦为相,寒川子,江苏文艺出版社,9787539960470,279000,1030,6.6,463,小说与戏剧,小说/名著,历史小说,,8,,,,,战国时期，在一个叫清溪鬼谷的山上（今河南鹤壁市），隐居着一位被尊称为鬼谷子的老人（本名王诩），他每天在山上看书、打坐、冥想，不与世人来往，过着与世隔绝的生活。但是，二千多年来，兵法家尊他为圣人，纵横家尊他为始祖，算命占卜的尊他为祖师爷，道教则将他与老子同列，尊为王禅老祖。鬼谷子一生只下过一次山，只收过四个徒弟：庞涓、孙膑、苏秦、张仪——他们进山前都只是无名小卒，出山后个个大放异彩、名流千古。这四人运用鬼谷子传授的兵法韬略和纵横辩术在列国出将入相，呼风唤雨，左右了战国乱世的政局。,
401072,德川家康1：乱世孤主,山冈庄八,南海出版公司,9787544238151,300000,1020,6.5,450,小说与戏剧,小说/名著,历史小说,,8,,,,,《德川家康》洋洋五百五十万言，将日本战国中后期织田信长、武田信玄、德川家康、丰臣秀吉等群雄并起的历史苍劲地铺展开来。在这样一个英雄辈出的时代，德川家康最终脱颖而出，结束战国烽烟，开启三百年太平盛世。作品展现了德川家康作为乱世终结者和盛世开创者丰满、曲折、传奇的一生，书中每一行每一页都充满着智慧与杀伐、谋略与权术、天道与玄机！,
401073,德川家康2：崛起三河,山冈庄八,南海出版公司,9787544238168,390000,1050,6.3,440,小说与戏剧,小说/名著,历史小说,,8,,,,,《德川家康》洋洋五百五十万言，将日本战国中后期织田信长、武田信玄、德川家康、丰臣秀吉等群雄并起的历史苍劲地铺展开来。在这样一个英雄辈出的时代，德川家康最终脱颖而出，结束战国烽烟，开启三百年太平盛世。作品展现了德川家康作为乱世终结者和盛世开创者丰满、曲折、传奇的一生，书中每一行每一页都充满着智慧与杀伐、谋略与权术、天道与玄机！,
401074,德川家康3：天下布武,山冈庄八,南海出版公司,9787544238175,350000,960,6.3,438,小说与戏剧,小说/名著,历史小说,,8,,,,,《德川家康》洋洋五百五十万言，将日本战国中后期织田信长、武田信玄、德川家康、丰臣秀吉等群雄并起的历史苍劲地铺展开来。在这样一个英雄辈出的时代，德川家康最终脱颖而出，结束战国烽烟，开启三百年太平盛世。作品展现了德川家康作为乱世终结者和盛世开创者丰满、曲折、传奇的一生，书中每一行每一页都充满着智慧与杀伐、谋略与权术、天道与玄机！,
401075,德川家康4：兵变本能寺,山冈庄八,南海出版公司,9787544238182,350000,1040,6.5,450,小说与戏剧,小说/名著,历史小说,,7.5,,,,,《德川家康》洋洋五百五十万言，将日本战国中后期织田信长、武田信玄、德川家康、丰臣秀吉等群雄并起的历史苍劲地铺展开来。在这样一个英雄辈出的时代，德川家康最终脱颖而出，结束战国烽烟，开启三百年太平盛世。作品展现了德川家康作为乱世终结者和盛世开创者丰满、曲折、传奇的一生，书中每一行每一页都充满着智慧与杀伐、谋略与权术、天道与玄机！,
401076,德川家康5：龙争虎斗,山冈庄八,南海出版公司,9787544238878,350000,1030,6.7,458,小说与戏剧,小说/名著,历史小说,,8,,,,,《德川家康》洋洋五百五十万言，将日本战国中后期织田信长、武田信玄、德川家康、丰臣秀吉等群雄并起的历史苍劲地铺展开来。在这样一个英雄辈出的时代，德川家康最终脱颖而出，结束战国烽烟，开启三百年太平盛世。作品展现了德川家康作为乱世终结者和盛世开创者丰满、曲折、传奇的一生，书中每一行每一页都充满着智慧与杀伐、谋略与权术、天道与玄机！,
401077,德川家康6：双雄罢兵,山冈庄八,南海出版公司,9787544238885,300000,1010,6.4,455,小说与戏剧,小说/名著,历史小说,,8,,,,,《德川家康》洋洋五百五十万言，将日本战国中后期织田信长、武田信玄、德川家康、丰臣秀吉等群雄并起的历史苍劲地铺展开来。在这样一个英雄辈出的时代，德川家康最终脱颖而出，结束战国烽烟，开启三百年太平盛世。作品展现了德川家康作为乱世终结者和盛世开创者丰满、曲折、传奇的一生，书中每一行每一页都充满着智慧与杀伐、谋略与权术、天道与玄机！,
401078,德川家康7：南征北战,山冈庄八,南海出版公司,9787544238892,300000,1000,6.5,450,小说与戏剧,小说/名著,历史小说,,8,,,,,《德川家康》洋洋五百五十万言，将日本战国中后期织田信长、武田信玄、德川家康、丰臣秀吉等群雄并起的历史苍劲地铺展开来。在这样一个英雄辈出的时代，德川家康最终脱颖而出，结束战国烽烟，开启三百年太平盛世。作品展现了德川家康作为乱世终结者和盛世开创者丰满、曲折、传奇的一生，书中每一行每一页都充满着智慧与杀伐、谋略与权术、天道与玄机！,
401080,德川家康9：关原合战,山冈庄八,南海出版公司,9787544238915,300000,1080,6.6,454,小说与戏剧,小说/名著,历史小说,,8,,,,,《德川家康》洋洋五百五十万言，将日本战国中后期织田信长、武田信玄、德川家康、丰臣秀吉等群雄并起的历史苍劲地铺展开来。在这样一个英雄辈出的时代，德川家康最终脱颖而出，结束战国烽烟，开启三百年太平盛世。作品展现了德川家康作为乱世终结者和盛世开创者丰满、曲折、传奇的一生，书中每一行每一页都充满着智慧与杀伐、谋略与权术、天道与玄机！,
401081,德川家康10：幕府将军,山冈庄八,南海出版公司,9787544238922,300000,960,6.9,459,小说与戏剧,小说/名著,历史小说,,8,,,,,《德川家康》洋洋五百五十万言，将日本战国中后期织田信长、武田信玄、德川家康、丰臣秀吉等群雄并起的历史苍劲地铺展开来。在这样一个英雄辈出的时代，德川家康最终脱颖而出，结束战国烽烟，开启三百年太平盛世。作品展现了德川家康作为乱世终结者和盛世开创者丰满、曲折、传奇的一生，书中每一行每一页都充满着智慧与杀伐、谋略与权术、天道与玄机！,
401082,德川家康11：王道无敌,山冈庄八,南海出版公司,9787544238939,300000,1050,6.7,460,小说与戏剧,小说/名著,历史小说,,8,,,,,《德川家康》洋洋五百五十万言，将日本战国中后期织田信长、武田信玄、德川家康、丰臣秀吉等群雄并起的历史苍劲地铺展开来。在这样一个英雄辈出的时代，德川家康最终脱颖而出，结束战国烽烟，开启三百年太平盛世。作品展现了德川家康作为乱世终结者和盛世开创者丰满、曲折、传奇的一生，书中每一行每一页都充满着智慧与杀伐、谋略与权术、天道与玄机！,
401083,德川家康12：大坂风云,山冈庄八,南海出版公司,9787544238946,300000,1110,6.6,459,小说与戏剧,小说/名著,历史小说,,8,,,,,《德川家康》洋洋五百五十万言，将日本战国中后期织田信长、武田信玄、德川家康、丰臣秀吉等群雄并起的历史苍劲地铺展开来。在这样一个英雄辈出的时代，德川家康最终脱颖而出，结束战国烽烟，开启三百年太平盛世。作品展现了德川家康作为乱世终结者和盛世开创者丰满、曲折、传奇的一生，书中每一行每一页都充满着智慧与杀伐、谋略与权术、天道与玄机！,
401084,德川家康13：长河落日,山冈庄八,南海出版公司,9787544238953,300000,1030,4.4,450,小说与戏剧,小说/名著,历史小说,,8,,,,,《德川家康》洋洋五百五十万言，将日本战国中后期织田信长、武田信玄、德川家康、丰臣秀吉等群雄并起的历史苍劲地铺展开来。在这样一个英雄辈出的时代，德川家康最终脱颖而出，结束战国烽烟，开启三百年太平盛世。作品展现了德川家康作为乱世终结者和盛世开创者丰满、曲折、传奇的一生，书中每一行每一页都充满着智慧与杀伐、谋略与权术、天道与玄机！,
401086,一九八四,乔治·奥威尔,上海译文出版社,9787532729357,287000,1040,7,468,小说与戏剧,小说/名著,当代小说,,8,,,,,在一个名曰“大洋国”的地方，全体人民处于完全监视之下、自由与思想是城中绝迹的珍品，屈从与无意识被训练成一种全民心态。书中描述的是对极权主义恶性发展的预言——人性遭到扼杀，自由遭到剥夺，思想受到钳制，生活极度贫乏、单调。最终，人性丧失，完全沦落成一种没有自我意志的、只知趋吉避凶、只为保命苟活，不惜互相残杀的动物。作家揭示了人性中最原始而丑陋的东西。造成这一切的根源，是国家某党派的专制极权主义。这寓言式的故事为我们虚拟了一个窒息和恐怖的社会，意义在于提醒人类社会警惕这样的生活图景成真。奥威尔刻划了一个以追逐权力为最终目标的假想的极权主义社会，警示人们极权主义必将导致人民甚至整个国家成为悲剧。,
401090,大秦帝国1：黑色裂变,孙皓晖,长江文艺出版社,9787535430694,320000,980,6.8,460,小说与戏剧,小说/名著,历史小说,,8,,,,,大秦帝国作为时代精神汇集的帝国，集中地体现了那个时代中华民族的强势生存精神。中华民族的整个文明体系之所以能够绵延如大河奔涌，秦帝国时代开创奠定的强势生存传统起了决定性的作用。《大秦帝国》是一部描述秦兴亡生灭过程的长卷历史小说。秦帝国崛起于铁血竞争的群雄列强之际，建立了一个强大统一的帝国，开创了一个全新的铁器文明。但她只有十五年生命，像流星一闪，轰鸣而逝。帝国所编织的社会文明框架及其所凝聚的文化传统，今天仍然规范着我们的生活，构成了中华民族的巨大精神支柱。　,
401091,大秦帝国2：国命纵横,孙皓晖,长江文艺出版社,9787535430700,320000,900,6.5,453,小说与戏剧,小说/名著,历史小说,,6,,,,,大秦帝国作为时代精神汇集的帝国，集中地体现了那个时代中华民族的强势生存精神。中华民族的整个文明体系之所以能够绵延如大河奔涌，秦帝国时代开创奠定的强势生存传统起了决定性的作用。《大秦帝国》是一部描述秦兴亡生灭过程的长卷历史小说。秦帝国崛起于铁血竞争的群雄列强之际，建立了一个强大统一的帝国，开创了一个全新的铁器文明。但她只有十五年生命，像流星一闪，轰鸣而逝。帝国所编织的社会文明框架及其所凝聚的文化传统，今天仍然规范着我们的生活，构成了中华民族的巨大精神支柱。　,
401096,霸道·春秋三巨头传奇,江湖闲乐生,国际文化出版公司,9787801737656,300000,1010,6.9,459,小说与戏剧,小说/名著,当代小说,,8,,,,,每个人都有英雄梦，每个人都向往英雄的生活，但对于英雄，我们往往只看到了他们建功立业时光彩照人的一面，却很少在意他们真实的内心世界，这本书将带领我们回到遥远的春秋时代，去认识三位春秋霸主传奇的一生。他们的悲欢离合，他们的爱情友情，他们的铁血风骨。读这本书，你会大哭三声，大笑十声，你更会发现，原来英雄也可以这么可爱。,
401097,唐史并不如烟：大唐开国,曲昌春,辽宁教育出版社,9787538281705,328000,890,6.7,455,小说与戏剧,小说/名著,历史小说,,7,,,,,公元581年隋文帝杨坚建立隋朝，在山呼海啸的人群中，青涩少年李渊静静伫立，此时他的身份是大隋独孤皇后的外甥。没有人能够想到，36年后，当年的青涩少年成了大隋王朝的掘墓人。在隋末的乱世中，李渊不是起事最早的，也不是实力最强的，但他却是笑到最后的人。遗憾是，他生活在隋炀帝与唐太宗的夹缝之中，跟隋炀帝的身后臭名相比，他太黯淡了；跟唐太宗的身后盛名相比，他太平庸了，但风云三百年的大唐开国却始终无法绕开李渊。历史是一面镜子，照出了对手，也照出了自己，大唐开国是强者李渊奋斗的结果，也是隋朝无意中成全的结局，大唐开国是历史的传承，更是王朝更替的宿命。,
401098,热闹的三国，为何最终属于沉默的司马懿？,李浩白,凤凰出版社,9787550605817,251000,1120,7,462,小说与戏剧,小说/名著,当代小说,,8,,,,,司马懿潜伏曹操身边几十年，任由曹操差遣，他装弱、装傻、装病、装瘫，甚至装死来麻痹敌人、对手、上司、兄弟、朋友乃至家人……公元246年，深夜，探子密奏：“回乡养病的司马懿确实新纳了一个宠妾，整日沉溺酒色，他结发老妻得知后大闹一场。老家伙不仅不听，反而大骂她‘长得丑也就罢了，还出来丢人！’这些天，他老婆儿子都绝食相逼呢。”曹爽一脸狐疑：“再探！我就不相信老狐狸会真的罢手归隐。”公元248年十二月初九，司马府内一片沉哀，药味刺鼻。病床上的司马懿脸色蜡黄，嘴角流涎，连一口粥都喝不进去了。一官吏强压住内心的狂喜，急奔进曹爽家：“大将军，大喜了！司马老儿就剩一口气，活不了几天！”,
401099,身在曹营，司马懿暗通孙、刘,李浩白,凤凰出版社,9787550605800,261000,1020,6.9,460,小说与戏剧,小说/名著,当代小说,,8,,,,,司马懿潜伏曹操身边几十年，任由曹操差遣，他装弱、装傻、装病、装瘫，甚至装死来麻痹敌人、对手、上司、兄弟、朋友乃至家人……公元246年，深夜，探子密奏：“回乡养病的司马懿确实新纳了一个宠妾，整日沉溺酒色，他结发老妻得知后大闹一场。老家伙不仅不听，反而大骂她‘长得丑也就罢了，还出来丢人！’这些天，他老婆儿子都绝食相逼呢。”曹爽一脸狐疑：“再探！我就不相信老狐狸会真的罢手归隐。”公元248年十二月初九，司马府内一片沉哀，药味刺鼻。病床上的司马懿脸色蜡黄，嘴角流涎，连一口粥都喝不进去了。一官吏强压住内心的狂喜，急奔进曹爽家：“大将军，大喜了！司马老儿就剩一口气，活不了几天！”,
401100,赤壁暗战，司马懿阴了曹操一把,李浩白,凤凰出版社,9787550615519,347000,1100,7.3,464,小说与戏剧,小说/名著,当代小说,,8,,,,,司马懿潜伏曹操身边几十年，任由曹操差遣，他装弱、装傻、装病、装瘫，甚至装死来麻痹敌人、对手、上司、兄弟、朋友乃至家人……公元246年，深夜，探子密奏：“回乡养病的司马懿确实新纳了一个宠妾，整日沉溺酒色，他结发老妻得知后大闹一场。老家伙不仅不听，反而大骂她‘长得丑也就罢了，还出来丢人！’这些天，他老婆儿子都绝食相逼呢。”曹爽一脸狐疑：“再探！我就不相信老狐狸会真的罢手归隐。”公元248年十二月初九，司马府内一片沉哀，药味刺鼻。病床上的司马懿脸色蜡黄，嘴角流涎，连一口粥都喝不进去了。一官吏强压住内心的狂喜，急奔进曹爽家：“大将军，大喜了！司马老儿就剩一口气，活不了几天！”,
401101,隐忍二十年，司马懿野心毕露,李浩白,凤凰出版社,9787547706329,348000,1030,7,460,小说与戏剧,小说/名著,当代小说,,8,,,,,司马懿潜伏曹操身边几十年，任由曹操差遣，他装弱、装傻、装病、装瘫，甚至装死来麻痹敌人、对手、上司、兄弟、朋友乃至家人……公元246年，深夜，探子密奏：“回乡养病的司马懿确实新纳了一个宠妾，整日沉溺酒色，他结发老妻得知后大闹一场。老家伙不仅不听，反而大骂她‘长得丑也就罢了，还出来丢人！’这些天，他老婆儿子都绝食相逼呢。”曹爽一脸狐疑：“再探！我就不相信老狐狸会真的罢手归隐。”公元248年十二月初九，司马府内一片沉哀，药味刺鼻。病床上的司马懿脸色蜡黄，嘴角流涎，连一口粥都喝不进去了。一官吏强压住内心的狂喜，急奔进曹爽家：“大将军，大喜了！司马老儿就剩一口气，活不了几天！”,
401102,大结局三国归晋,李浩白,同心出版社,9787547707760,349000,1040,7.1,463,小说与戏剧,小说/名著,当代小说,,7.5,,,,,司马懿潜伏曹操身边几十年，任由曹操差遣，他装弱、装傻、装病、装瘫，甚至装死来麻痹敌人、对手、上司、兄弟、朋友乃至家人……公元246年，深夜，探子密奏：“回乡养病的司马懿确实新纳了一个宠妾，整日沉溺酒色，他结发老妻得知后大闹一场。老家伙不仅不听，反而大骂她‘长得丑也就罢了，还出来丢人！’这些天，他老婆儿子都绝食相逼呢。”曹爽一脸狐疑：“再探！我就不相信老狐狸会真的罢手归隐。”公元248年十二月初九，司马府内一片沉哀，药味刺鼻。病床上的司马懿脸色蜡黄，嘴角流涎，连一口粥都喝不进去了。一官吏强压住内心的狂喜，急奔进曹爽家：“大将军，大喜了！司马老儿就剩一口气，活不了几天！”,
401113,平凡的世界,路遥,北京十月文艺出版社,9787530212004,580000,990,6.5,454,小说与戏剧,小说/名著,当代小说,,7.5,,,,,这是一部现实主义小说，也是小说化的家族史。作家高度浓缩了中国西北农村的历史变迁过程，作品达到了思想性与艺术性的高度统一，特别是主人公艰苦奋斗的精神，对今天的大学生朋友仍有启迪。这是一部全景式地表现中国当代城乡社会生活的长篇小说，本书共三部。作者在近十年的广阔背景上，通过复杂的矛盾纠葛，刻画了社会各阶层众多普通人的形象。劳动与爱情，挫折与追求，痛苦与欢乐，日常生活与巨大社会冲突，纷繁地交织在一起，深刻地展示了普通人在大时代历史进程中所走过的艰难曲折的道路。,
401114,拉美西斯五部曲之一,贾克,广西师范大学出版社,9787563342990,183000,1020,6.4,449,小说与戏剧,小说/名著,近现代小说,,7.5,,,,,虽然已建立了一个世界最强大的王国，但命运却不允许埃及的法老王塞提长命百岁，他必须从子嗣──狡猾奸诈的长子谢纳，或是热情洋溢的幼子拉美西斯两人之中，选出下一任的埃及法老。帝王争夺战的情势已逐渐明朗。塞提利用无数的考验和致人于死地的陷阱，启蒙拉美西斯明白神所赋予的重任。但是拉美西斯逃得过他哥哥谢纳的阴谋陷害吗？在多情的伊瑟和神秘的妮菲塔莉之间，他该如何抉择？他的同窗好友们：蛇虺巫师赛大武、文书官亚眉尼、犹太人摩西、外交官亚侠，又如何帮他克服众多阻碍？他能担当起照亮全民福祉的“光明之子”的名号吗？,
401115,四十一炮,莫言,春风文艺出版社,9787531325864,322000,1040,6.8,455,小说与戏剧,小说/名著,当代小说,,7.5,,,,,《四十一炮》这部小说中以五神通庙为主要现实场景，在民间五通神是肉欲的象征，虚线折射了老和尚过去荣华靡烂的生活——一个身份非同凡响的国民党军官，过着灯红酒绿、奢靡肉欲的生活，他以一次能占有数十个女人而自豪，可对手一枪，就打碎了他的自傲之物。《四十一炮》如一部出于魔幻现实主义大师导演的电影，我——罗小通的经历和老和尚的经历——实与虚画面交替转换，人们在力图忏悔自我的罪恶时，也逐渐向神圣趋近。,
401116,差半车麦秸,姚雪垠,华夏出版社,9787508014388,233000,1020,6.9,457,小说与戏剧,小说/名著,当代小说,,7.5,,,,,《差半车麦秸》描写农民抗战大潮中的觉醒和成长，最显著的特色是采用鲜活的群众语言，为当时作品所少见，被认为是抗战文艺的力作。 我们把“差半车麦秸”这词广泛的引用着，并不顾到它是否恰当。当我们叫出这词的时候，并不含一点恶意，只不过觉得这样一叫就怪开心罢了。假若在我们队里没有这一个宝贝词儿，生活也许会像冬天的山色一样的枯燥无味。虽然我们把“差半车麦秸”这绰号互相的叫着，但真正的“差半车麦秸”他本人却早就离开我们的队伍了。,
401117,战神的崛起,宋文庆,花山文艺出版社,9787807554905,236000,1050,6.5,449,小说与戏剧,小说/名著,历史小说,,8,,,,,北魏末年，皇室衰微，各地造反势力汹涌澎湃。地方豪强尔朱荣集团在乎定各地造反势力中迅速壮大，并培育了以后分裂北魏政权的几股势力，贺跋岳弟兄、高欢、独孤信、宇文泰、李虎、杨忠等风云人物同台登场。宣武帝驾崩走人，皇后胡灵荒淫混乱，毒杀亲子专权。尔朱荣以清君侧为名领军杀进洛阳，重立傀儡皇帝，实际掌控朝政。历史翻云覆雨，在经过精密安排后，傀儡皇帝亲手宰杀了一代枭雄尔朱荣，稍稍平静后的北魏朝廷迎来了最后的毁灭。尔朱荣军事集团瓦解，北魏政权在一群武夫手里先来个一分为二，即东魏西魏，再为北齐北周，最后由杨忠的儿子杨坚来收拾残局，隋朝来个大统一。隋朝在杨家没玩多久，江山由李虎的孙子来收拾，开拓出空前强盛的大唐帝国。,
401118,上尉的女儿,普希金,外语教学与研究出版社,9787560018560,240000,1030,6.7,455,小说与戏剧,小说/名著,近现代小说,,7.5,,,,,贵族青年格里尼奥夫去白山要塞服役途中，由于深液的暴风雪迷了路。被沙皇官兵追捕的普加乔夫（格里尼奥夫当时并不知道他的身份）为格里尼奥夫引路，格里尼奥夫为了表示感激，把一件羊皮袄送给普加乔夫。普加乔夫率农民于1773年10月起义。农民起义军势如破竹，不可阻挡，很快占领了白山要塞。要塞司令米罗诺夫夫妇被处死，施瓦勃林投降了普加乔夫的农民起义军，格里尼奥夫坚持与起义军为敌，被捕后等待被处死。临刑前，普加乔夫认出格里尼奥夫就是那位在暴风雪中赠送他羊皮袄的青年，便免他一死，并将他释放了。格里尼奥夫忠于沙皇，站在贵族的立场上，不与普加乔夫的农民军为伍。投降农民起义...,
401124,马踏东胡,李兴叶,解放军文艺出版社,9787503318436,310000,970,6.5,450,小说与戏剧,小说/名著,历史小说,,7,,,,,《马踏东胡》主要写了冒顿王子弑父夺妻后，自立为匈奴大单于，同时内清异党，外练精兵。然而比匈奴更强大的草原部落东胡人却在匈奴叛将的唆使下，三欺匈奴。冒顿单于忍辱负重，先赠东胡宝马，再把自己心爱的女儿献给东胡王，同时暗暗积蓄力量，终于在一个风雪之夜起兵，三天三夜奔袭数千里，一战灭东胡，逐步建立起全新的草原帝国。,
401125,大明铁骑,子金山,国际文化出版公司,9787512500839,289000,980,8,483,小说与戏剧,小说/名著,历史小说 ,,8,,,,,中国历史中元明交接时期，明太祖朱元璋居中指挥中原大军，尽毕生精力连续进行了九次北伐，其中八次逐蒙骑于草原，追元帝于大漠，基本摧毁了元代蒙古人赖以统治中原的战争机器，其过程之凶险曲折，令我们今人无论怎么想象都不过分。本书即依据现存史料详尽阐述了明军历次北伐的具体过程，从一开始的“徐州保卫战”到摧毁元朝统治中心的“元大都攻坚战”，再到凶险四伏的攻略山西、收伏甘陕、逐鹿大漠，一连串由古代冷兵器组成的战事将尽显于大家眼底。,
401152,孝庄秘史,杨海薇,作家出版社,9787506325905,320000,1030,8.5,485,小说与戏剧,小说/名著,历史小说 ,,7.5,,,,,被誉为“清朝兴国太后”的孝庄太后（大玉儿），一生经历了太宗、世祖、圣祖三朝。她从一个风情万种的蒙古小格格，被命运推上了残酷无情的权力巔峰，大清前途的兴衰，因缘际会地掌握在她手中。她始终处在爱情、亲情和权力的旋涡中心，忍辱负重，苦撑危局，力挽狂澜，凭借着超乎寻常的智慧与毅力化解了无数危机，最终立幼玄烨为帝，年号康熙，奠定了大清王朝的盛世基业。孝庄既是一位千古流芳的伟大女性，又是一个痛苦不幸的普通女人。在她睿智决断的背后，隐藏着一张柔弱凄苦的面容。她最深爱的丈夫、情人与爱子，竟都为情而狂，为情而死。本书真实生动地再现了孝庄充满传奇色彩的一生。,
401155,辛亥风云,顾艳,浙江文艺出版社,9787533932220,380000,880,8.4,482,小说与戏剧,小说/名著,历史小说 ,,7,,,,,辛亥革命，似乎一夜成功，可你是否知道，在此之前，有多少轰轰烈烈的起义，以血雨腥风落幕；在此之后，有多少仁人志士，为了捍卫民主共和，或血洒疆场，或身陷囹圄。顾艳所著的《长篇历史小说:辛亥风云》以小说的形式，叙述了辛亥革命前后共二十年间发生的历史故事。主人公沈鸿庆，参加了光复会，与秋瑾、徐锡麟等同赴国难，参加了同盟会，与孙中山、张静江等共举义旗。他看到了辛亥革命的胜利，然而并没有看到中国的未来。中国向何处去，他十分迷惘……,
401159,巨人的陨落,肯·福莱特,江苏凤凰文艺出版社,9787539989891,588000,1080,7,468,小说与戏剧,小说/名著,推理小说,,8,,,,,在第一次世界大战的硝烟中，每一个迈向死亡的生命都在热烈地生长——威尔士的矿工少年、刚失恋的美国法律系大学生、穷困潦倒的俄国兄弟、富有英俊的英格兰伯爵，以及痴情的德国特工…… 从充满灰尘和危险的煤矿到闪闪发光的皇室宫殿，从代表着权力的走廊到爱恨纠缠的卧室，五个家族迥然不同又纠葛不断的命运逐渐揭晓，波澜壮阔地展现了一个我们自认为了解，但从未如此真切感受过的20世纪。,
401171,南明痛史,赫连勃勃大王,上海人民出版社,9787208073692,365000,980,6.8,460,小说与戏剧,小说/名著,当代小说,,7.5,,,,,死亡，对于每个人来讲，都是无法逃遁的。而眷恋贪生的依顺，成为变节者和贰臣的邪恶劫火。可以想象，所有的南明殉国者，他们临终的思想状态皆是一种高尚的怜悯。在死亡面前，他们感受着幸存同胞、敌人、变节者的悲苦，俯视着芸芸众生的蝇营狗苟。那是一种怎样超越人类二元性的心如止水的状态啊。所有的苦难和折磨，所有呼啸而至的白刃和炮石，在这种超脱凡欲的伟大精神面前，变得那样苍白无力。一个朝代土崩瓦解了，一代又一代凤子龙孙被抛入了历史的深渊，但鲜活沸腾的灵魂，却从帝国死亡的躯体上腾然而起，引导我们进入更加光明的涅槃的另一端！,
401178,1644，帝星升沉,果迟,河南文艺出版社,9787806237687,513000,1020,6.6,455,小说与戏剧,小说/名著,当代小说,,8,,,,,《1644，帝星升沉》以极其流畅的笔法，生动、深刻地描述了1644年间5位皇帝：大明崇祯帝朱由检、大清顺治帝福临、大顺永昌帝李自成、大西大顺帝张献忠以及南明弘光帝朱由崧的成败过程，以新的历史观来分析他们失败和成功的深层因素，重新塑造了众多有影响的历史人物形象。,
401180,雪狼传奇,杰克·伦敦,江西高校出版社,9787549341467,94173,950,8,487,小说与戏剧,小说/名著,动物小说,,7,,,,,《雪狼传奇》正好是和《远古呼唤》相反的故事，讲的是混血狼“白牙”从小失去父母，回归人类，受尽残酷生活的折磨，后被主人斯科特先生所救，因感受到生命的温情而忠心护主，拼死护卫主人的故事。,
